uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"cc03e835-3038-41bc-89d5-9b0171a4af17","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","41.1.1","2016-06-01",1,"CPER.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"soil",30.00,,,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"0ae5e7a9-7551-4412-9a67-f93aaeb2ff83","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","31.4.1","2016-06-01",1,"CPER.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"scat",0.50,,,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"26d62442-0eb7-48de-9947-397aa7dcf6fe","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","40.3.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"PLPA2","Plantago patagonica Jacq.","species","Plantaginaceae","N",,,,,,,1.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"d469074a-8764-42c6-9116-59bd907ea73c","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","41.4.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species","Malvaceae","N",,,,,,,1.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"fc6bb491-7d92-4ae4-baa6-fe4f3b9cb881","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","32.4.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"CADU6","Carex duriuscula C.A. Mey.","species","Cyperaceae","N",,,,,,,20.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"16e56022-7820-43e3-b201-9d6ad86a4051","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","41.4.1","2016-06-01",1,"CPER.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"standingDead",33.00,,,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"0586d4e2-132d-4dca-89fa-45c6c3dda51e","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","40.3.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"VUOC","Vulpia octoflora (Walter) Rydb.","species","Poaceae","N",,,,,,,40.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"a80bde23-fde6-4357-9262-a37e17661981","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","41.1.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"CADU6","Carex duriuscula C.A. Mey.","species","Cyperaceae","N",,,,,,,2.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"7cb0fae6-53d9-4c0b-97a5-343520a46db2","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","40.1.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species","Malvaceae","N",,,,,,,1.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"752b062f-1e57-45c6-ada6-0986e0f2baa4","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","40.1.1","2016-06-01",1,"CPER.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"scat",1.00,,,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"ea4e4ed5-058a-4320-8719-6af30ce04ec1","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","31.4.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"SPCR","Sporobolus cryptandrus (Torr.) A. Gray","species","Poaceae","N",,,,,,,2.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"7dd95779-17e8-4019-8154-3bda0c87c914","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","31.1.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species","Poaceae","N",,,,,,,1.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"08add3c9-ef47-4473-976d-4e68b44f70af","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","40.3.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"SPCR","Sporobolus cryptandrus (Torr.) A. Gray","species","Poaceae","N",,,,,,,3.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"9b44a313-144f-4e71-953b-ac0317a26634","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","40.3.1","2016-06-01",1,"CPER.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"scat",0.50,,,,"skovach@field-ops.org","jlinden@field-ops.org",,,
"c500a462-15a7-4320-bf38-851e54dcb725","CPER_022.basePlot.div","D10","CPER",40.842486,-104.698179,"WGS84",20.10,1642.9,0.1,"distributed","grasslandHerbaceous","CPER_022","32.2.1","2016-06-01",1,"CPER.1.2016",,"plantSpecies","Y",,"VUOC","Vulpia octoflora (Walter) Rydb.","species","Poaceae","N",,,,,,,6.00,"N",,,"skovach@field-ops.org","jlinden@field-ops.org",,,
