uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"0a0a4de4-ef67-4691-83d1-858ba82e1321","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","41.1.1","2016-07-05",1,"NIWO.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"standingDead",9.00,,,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"319d3914-db8c-4b7a-9953-760c7bbae38f","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","32.4.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"GERO2","Geum rossii (R. Br.) Ser.","species","Rosaceae","N",,,,,,,6.00,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"fb72656e-4022-4220-accb-6c7348c479b7","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","32.2.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"PEDIC","Pedicularis sp.","genus","Scrophulariaceae","N",,,,,,,2.00,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"c839cc85-fc5e-4331-b114-3a28caa5b64b","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","31.1.1","2016-07-05",1,"NIWO.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"moss",20.00,,,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"e97f3438-f5f5-4728-99d2-125fc1dc9ad2","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","41.1.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"PRAN","Primula angustifolia Torr.","species","Primulaceae","N",,,,,,,5.00,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"30457a23-8abd-4ebd-a9e5-32fdff4a4817","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","40.1.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"PODI2","Potentilla diversifolia Lehm.","species","Rosaceae","N",,,,,,,2.00,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"1ff9d849-e47a-42aa-9082-dc4b7c71f24a","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","40.3.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"CAOC4","Castilleja occidentalis Torr.","species","Scrophulariaceae","N",,,,,,,1.00,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"f56ee111-951e-4d79-b948-33d1f0fa49ae","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","41.4.1","2016-07-05",1,"NIWO.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"litter",1.00,,,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"e199b9fc-e261-41a6-959f-57d6afa4b144","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","41.4.1","2016-07-05",1,"NIWO.1.2016",,"otherVariables",,"Y",,,,,,,,,,,"moss",10.00,,,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"977058e8-fffc-48a3-b658-d9de8678f095","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","40.1.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"SOSI3","Solidago simplex Kunth","species","Asteraceae","N",,,,,,,1.00,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"4bbd7111-369d-4456-9bf9-d5e8c2038e43","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","32.2.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"PODI2","Potentilla diversifolia Lehm.","species","Rosaceae","N",,,,,,,0.50,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"10d92504-1a3b-49ac-89f8-90cfaa95299f","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","32.4.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"PRAN","Primula angustifolia Torr.","species","Primulaceae","N",,,,,,,2.00,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"e14d179f-0795-4857-8509-7185a50da945","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","32.4.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"LUSP4","Luzula spicata (L.) DC.","species","Juncaceae","N",,,,,,,0.50,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
"db0c9957-f289-401f-a21b-de5aa1d8881f","NIWO_018.basePlot.div","D13","NIWO",40.052498,-105.584022,"WGS84",20.10,3476.4,0.1,"distributed","grasslandHerbaceous","NIWO_018","41.1.1","2016-07-05",1,"NIWO.1.2016",,"plantSpecies","Y",,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","species","Portulacaceae","N",,,,,,,1.00,"N",,,"tdelpriore@neoninc.org","skovach@field-ops.org",,,
