uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"b6f283cf-8040-4c1b-931f-c73eaa9ba6ed","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.2.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"other",0.50,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"448e7938-f712-41a0-87c7-ed5da6c7c48e","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.2.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",3.00,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"f1e8aa46-46c6-4e17-9dcd-ca934a9feee5","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","31.4.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","N","Y",,,,,,,,,,,"standingDead",0.50,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"a8e63ff5-4260-469c-9926-845b7f3be660","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","31.1.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",30.00,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"af21f03e-956b-4ed1-b624-5843fe75e2a3","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","31.1.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","plantSpecies","Y","Y","LEMNA","Lemna sp.","genus","Lemnaceae","N",,,"Rubber Ducky_2018","SAK 600. Lemna. Collected.",,,,"N",,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"fa12c66c-48b7-4b47-b03d-914e64358639","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.4.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","plantSpecies","Y","Y","PAHE2","Panicum hemitomon Schult.","species","Poaceae","N",,,,,,,20.00,"N",,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"bb823ed2-b535-440d-8b1e-c4813bf98eea","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","31.1.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",3.00,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"d20a2109-53c4-4991-99c8-26607009f8a9","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","31.4.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","N","Y",,,,,,,,,,,"wood",0.50,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"91077f7e-609f-491f-a291-b3a2617b414e","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","31.1.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"otherNonVascular",3.00,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"53768f77-7518-4705-a80d-9393b2897940","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.2.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"moss",3.00,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"3c062803-3a78-40a1-9128-bd639dddf3fb","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.4.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","plantSpecies","Y","Y","UTRIC","Utricularia sp.","genus","Lentibulariaceae","N",,,"U Tricked Me Larry_2018","SAK 601. Utricularia.",,,3.00,"N",,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"33487a4e-25b8-491e-9763-2c453c5daf4d","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.4.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","plantSpecies","Y","Y","AMMU2","Amphicarpum muehlenbergianum (Schult.) Hitchc.","species","Poaceae","N","cf. species",,,,,,40.00,"N",,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"ba92db8d-29bd-4c0b-be03-aa860ca0fbd7","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.2.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",85.00,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"531ce5d8-46a5-447b-bf32-3a4799eb3f86","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.4.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",1.00,,,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
"b3c35f3d-2411-4592-b9db-993bd1f53862","OSBS_015.basePlot.div","D03","OSBS",29.710251,-81.969273,"WGS84",20.10,25.6,0.1,"distributed","woodyWetlands","OSBS_015","32.2.1","2018-11-14",1,"OSBS.1.2018","NEON.DOC.014042vG","plantSpecies","Y","Y","2PLANT","Unknown plant","kingdom",,"UNK",,"Seedling",,,,,0.50,"N",,,"sknowlden@battelleecology.org","dbyerley@field-ops.org",,,
